Area,Area url,Number of apartments in area,Apartment Url,Apartment,Deal,Pet Policy,Number of Units,Pet Rent,Pet Fee,Average Rating,Number of Reviews,Pet Fee Clean,Pet Rent Clean,Biggest Apt Size
southwest-navy-yard,https://www.apartments.com/southwest-navy-yard-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 159,https://www.apartments.com/onyx-on-first-washington-dc/kz1q2c8,Onyx on First,None,"

Dogs Allowed:


•Restrictions: Breed Restrictions apply. •Comments: <b>Pet Fee:</b> $500.00 for 1 pet and $750.00 for 2 pets (non-refundable fee)<br> <b>Pet Rent:</b> $50.00/pet/month •80 lb Weight Limit
•2 Pet Limit

",6.0,,b>Pet Fee,5.0,13 Renter Reviews,,,795
southwest-navy-yard,https://www.apartments.com/southwest-navy-yard-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 159,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,f1rst residences,LEASE TODAY FOR UP TO 1.5 MONTHS FREE! MUST APPLY BY 2/28/2021. CONTACT OUR OFFICE FOR ADDITIONAL DETAILS.,"

Dogs and Cats Allowed

",12.0,,,4.9,1 Renter Reviews,,,777
southwest-navy-yard,https://www.apartments.com/southwest-navy-yard-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 159,https://www.apartments.com/capitol-park-plaza-apartments-twins-washington-dc/54q4tym,Capitol Park Plaza Apartments & Twins,Special Pricing + One Month FREE Rent!,"

Dogs Allowed


•$50 Monthly Pet Rent
•$300 Fee
•25 lb Weight Limit
•1 Pet Limit

",0.0,•$50 Monthly Pet Rent,•$300 Fee,3.9,4 Renter Reviews,300,50,0
h-street-noma,https://www.apartments.com/h-street-noma-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 19 ,https://www.apartments.com/the-apollo-washington-dc/j0s2m86,The Apollo,None,"

Dogs and Cats Allowed:


•Restrictions: Bozzuto Restricted Breeds •Comments: Preferred Dog Walker, Pet supply delivery service, on-site pet grooming •$50 Monthly Pet Rent
•$100 Fee
•2 Pet Limit

",2.0,•$50 Monthly Pet Rent,•$100 Fee,4.0,25 Renter Reviews,100,50,723
h-street-noma,https://www.apartments.com/h-street-noma-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 19 ,https://www.apartments.com/station-house-washington-dc/03e9td3,Station House,"2 months of free rent on 14-18 month leases, waived application and amenity fees.*","

Dogs and Cats Allowed


•2 Pet Limit

",19.0,,,4.9,9 Renter Reviews,,,883
h-street-noma,https://www.apartments.com/h-street-noma-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 19 ,https://www.apartments.com/anthology-washington-dc/wszpeqj,Anthology,None,"

Dogs and Cats Allowed:


•Restrictions: We love our pets! We welcome up to 2 pets per home. There is a $500 non-refundable pet fee with a $50 monthly pet rent per pet. We don't have a weight limit, however, we do prohibit breeds that are perceived as aggressive. •Comments: $50 rent per pet •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",9.0,•$50 Monthly Pet Rent,•$500 Fee,3.9,23 Renter Reviews,500,50,789
h-street-noma,https://www.apartments.com/h-street-noma-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 19 ,https://www.apartments.com/360h-street-washington-dc/7e09fsy,360H Street,Two Months FREE on Select Apartments- Ask a Leasing Agent for Details!,"

Dogs Allowed:


•Restrictions: The following breeds of dogs are not permitted to be kept as pets on the premises, or brought onto same premises to visit at any time: Akitas, Alaskan Malamutes, American Staffordshire Terriers, American Pit bull terriers, Bull Terriers, Chow Chows, Doberman Pinschers, Dogo Argentino, Fila Brasilerios, Japanese Tosas, Miniature Bull Terriers, Pit Bulls, Presa Canarios, Rottweilers, Staffordshire Bull Terriers, Wolf Hybrids, Wild Dogs or any partial breed dog that has one or more of the previously mentioned breeds in its lineage. No visiting pets are permitted. •Comments: Dogs are allowed with a pet fee of $500 and pet rent of $50 per pet per month. Breed restrictions apply. •$50 Monthly Pet Rent
•$500 Fee
•200 lb Weight Limit
•2 Pet Limit

",0.0,•$50 Monthly Pet Rent,•$500 Fee,5.0,7 Renter Reviews,500,50,0
h-street-noma,https://www.apartments.com/h-street-noma-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 19 ,https://www.apartments.com/ava-h-street-washington-dc/gggrwgz,AVA H Street,None,"

Dogs and Cats Allowed:


•Restrictions: Please call for exact Pet Policy •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",4.0,•$50 Monthly Pet Rent,•$500 Fee,5.0,4 Renter Reviews,500,50,923
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/union-heights-washington-dc/py4ex5t,Union Heights,Receive up to 2 Months Free Rent when you apply to any home!* Move in within 48 hours of your tour and receive ½ parking for your lease OR 500 Visa gift card! *Restrictions apply. Call our leasing office for more info.,"

Dogs Allowed:


•Restrictions: Breed restrictions apply. •Comments: One time pet fee of $500 for 1 pet or $600 for 2 pets •$50 Monthly Pet Rent
•200 lb Weight Limit
•2 Pet Limit

",10.0,•$50 Monthly Pet Rent,,5.0,17 Renter Reviews,,50,921
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/union-place-washington-dc/kxp7jp9,Union Place,SPECIAL: 2 Months Free* *Valid 2/1/21 - 2/28/21. Restrictions apply; see a leasing consultant for details.,"

Dogs and Cats Allowed:


•Restrictions: We allow 2 pets per apartment home. Please call our leasing office for our complete pet policy. •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",11.0,•$50 Monthly Pet Rent,•$500 Fee,4.8,6 Renter Reviews,500,50,843
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,Park Kennedy,2 Months Free on 12 Month Leases! Short-term leases now available! Receive up to 1 month free on a 6 month lease.,"

Dogs Allowed:


•Restrictions: d breed restrictions apply •2 Pet Limit

",80.0,,,5.0,No Reviews,,,855
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/the-stanton-washington-dc/m7fn1dl,The Stanton,Up to 2 months free rent on a new 12 month lease! *Specials are reflected in the amortized price displayed,"

Dogs and Cats Allowed:


•Restrictions: Weight and breed restrictions apply •Comments: Dogs & Cats Allowed •$50 Monthly Pet Rent
•$250 Fee
•50 lb Weight Limit
•2 Pet Limit

",0.0,•$50 Monthly Pet Rent,•$250 Fee,4.1,4 Renter Reviews,250,50,0
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,Meridian at Gallery Place,Contact Us to Ask About Our Current Specials,"

Dogs Allowed:


•Restrictions: The following breeds of dogs are not permitted to be kept as pets on the premises, or brought onto same premises to visit at any time:Akitas, Alaskan Malamutes, American Staffordshire Terriers, American Pit Bull Terriers, Bull Terriers, Chow Chows, Doberman Pinschers, Dogo Argentino, Fila Brasilerios, Japanese Tosas, Miniature Bull Terriers, Pit Bulls, Presa Canarios, Rottweilers, Staffordshire Bull Terriers, Wolf Hybrids, Wild Dogs or any partial breed dog that has one or more of the previously mentioned breeds in its lineage. •Comments: Breed restrictions apply. •$50 Monthly Pet Rent
•$500 Fee
•200 lb Weight Limit
•2 Pet Limit

",0.0,•$50 Monthly Pet Rent,•$500 Fee,4.8,11 Renter Reviews,500,50,0
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,Mass Court,2 months free on 13 months lease terms waived admin. Up to 3 months free on 14 lease term on selected apartments homes. Schedule a Tour Today!,"

Dogs and Cats Allowed


•Comments: Cats & Dogs allowed •$50 Monthly Pet Rent
•$500 Fee
•50 lb Weight Limit
•2 Pet Limit

",19.0,•$50 Monthly Pet Rent,•$500 Fee,4.4,18 Renter Reviews,500,50,843
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/the-loree-grand-at-union-place-washington-dc/jkd2t36,The Loree Grand at Union Place,None,"

Dogs and Cats Allowed


•Comments: Breed restrictions may apply. Please contact the Leasing Office. •75 lb Weight Limit
•2 Pet Limit

",0.0,,,5.0,No Reviews,,,0
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/100k-washington-dc/yyemckv,100K,None,"

Dogs Allowed:


•Restrictions: null •$65 Monthly Pet Rent
•$500 Fee
•3 Pet Limit

",4.0,•$65 Monthly Pet Rent,•$500 Fee,4.9,2 Renter Reviews,500,65,762
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/avalon-at-gallery-place-washington-dc/2xewxe9,Avalon at Gallery Place,None,"

Dogs and Cats Allowed:


•Restrictions: Pet and breed restrictions apply. •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",6.0,•$50 Monthly Pet Rent,•$500 Fee,4.9,2 Renter Reviews,500,50,827
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/the-etta-washington-dc/7v5936y,The Etta,MOVE IN SPECIAL!!! TWO FREE MONTHS!!! FREE PARKING FOR 3 MONTHS! AND MORE!,"

Dogs, Cats and Other Pets Allowed

",1.0,,,4.0,No Reviews,,,817900
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/501-12th-street-washington-dc/5yd2pbp,501 12th Street,None,"

Dogs and Cats Allowed:


•Restrictions: Weight and breed restrictions apply •Comments: Dogs & Cats Allowed •$50 Monthly Pet Rent
•$250 Fee
•50 lb Weight Limit
•2 Pet Limit

",0.0,•$50 Monthly Pet Rent,•$250 Fee,4.0,1 Renter Reviews,250,50,0
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/bell-capitol-hill-washington-dc/j32g7t7,Bell Capitol Hill,Waived Admin Fee ($500 Value) when you Move-in by 12/31*,"

Dogs and Cats Allowed:


•Restrictions: Breed Restrictions Apply •Comments: We are a pet friendly apartment community! We are pleased to accept cats and dogs. The following non-traditional pets ARE allowed: turtles, non-poisonous frogs, domestic hamsters, hermit crabs, gerbils, small domesticated birds, and domestic fish.... •$50 Monthly Pet Rent
•$500 Fee
•75 lb Weight Limit
•2 Pet Limit

",4.0,•$50 Monthly Pet Rent,•$500 Fee,4.9,23 Renter Reviews,500,50,773
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/425-mass-washington-dc/035wmw1,425 Mass,"Up to 1 Month off $500 off Move In Costs on Select Apartments! Offer valid on new leases only. Onsite transfers excluded. or $500 off on move-in costs on select apartments! [Offer good thru Feb 15, 2021]","

Dogs Allowed:


•Restrictions: null •$65 Monthly Pet Rent
•$500 Fee
•3 Pet Limit

",17.0,•$65 Monthly Pet Rent,•$500 Fee,4.8,7 Renter Reviews,500,65,981
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/77-h-washington-dc/7qlflyw,77 H,None,"

Dogs and Cats Allowed:


•Restrictions: Bozzuto Breed Restriction List •Comments: Baroo is our dog walking service that we use onsite. •$60 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",6.0,•$60 Monthly Pet Rent,•$500 Fee,5.0,9 Renter Reviews,500,60,948
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/newseum-residences-washington-dc/d8m3p4j,Newseum Residences,None,"

Dogs and Other Pets Allowed:


•Restrictions: Akita,American Bulldog,Anatolian Shepard,Australian Cattle-dog,Beauceron,Husky,Cane Corso, Chow Chow, Pit Bull, Mastif, Rottweiler,German Shepard •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",3.0,•$50 Monthly Pet Rent,•$500 Fee,5.0,No Reviews,500,50,850859
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/the-aria-washington-dc/6z81lns,The Aria,None,"

Dogs Allowed:


•Restrictions: Pit Bulls and Pit Bull Mixes •Comments: No weight limit. •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",0.0,•$50 Monthly Pet Rent,•$500 Fee,5.0,No Reviews,500,50,0
capitol-hill,https://www.apartments.com/capitol-hill-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 256,https://www.apartments.com/the-grays-on-pennsylvania-washington-dc/wr62tyk,The Grays on Pennsylvania,None,"

Dogs and Cats Allowed

",3.0,,,4.0,2 Renter Reviews,,,708
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,The Woodward Building Apartments,None,"

Dogs Allowed


•80 lb Weight Limit
•2 Pet Limit

",14.0,,,5.0,2 Renter Reviews,,,803
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/2m-street-washington-dc/qgn88px,2M Street,Get one month free get an additional $250 amazon gift card if you tour and apply within the same week! *Lease terms and restrictions apply. See leasing agent for details.,"

Dogs and Cats Allowed:


•Restrictions: Yes •Comments: Pet-friendly community with private dog park for four-legged friends •$500 Fee
•75 lb Weight Limit
•2 Pet Limit

",0.0,,•$500 Fee,4.8,10 Renter Reviews,500,,0
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/1500-mass-washington-dc/9rbl2l6,1500 Mass,"$500 Off Move-In Costs on Select Units! [Offer good thru Feb 15, 2021]","

Dogs and Cats Allowed:


•Restrictions: null •$65 Monthly Pet Rent
•3 Pet Limit

",2.0,•$65 Monthly Pet Rent,,4.0,6 Renter Reviews,,65,729
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-lurgan-apartments-washington-dc/nfgqrkn,The Lurgan Apartments,CONTACT US TODAY TO RECEIVE ONE MONTH FREE!,"

Dogs and Cats Allowed


•$50 Monthly Pet Rent
•$250 Fee
•2 Pet Limit

",1.0,•$50 Monthly Pet Rent,•$250 Fee,4.9,2 Renter Reviews,250,50,706
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/zen-apollo-washington-dc/rssmk53,Zen Apollo,None,"

Dogs and Cats Allowed


•Comments: Maximum of two pets. •25 lb Weight Limit
•2 Pet Limit

",4.0,,,4.0,14 Renter Reviews,,,757
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,Meridian at Mt Vernon Triangle,Two Months Free on Select Apartments- Ask a Leasing Agent for Details!,"

Dogs Allowed:


•Restrictions: The following breeds of dogs are not permitted to be kept as pets on the premises, or brought onto same premises to visit at any time: Akitas, Alaskan Malamutes, American Staffordshire Terriers, American Pit Bull Terriers, Bull Terriers, Chow Chows, Doberman Pinschers, Dogo Argentino, Fila Brasilerios, Japanese Tosas, Miniature Bull Terriers, Pit Bulls, Presa Canarios, Rottweilers, Staffordshire Bull Terriers, Wolf Hybrids, Wild Dogs or any partial breed dog that has one or more of the previously mentioned breeds in its lineage. •$500 Deposit
•$50 Monthly Pet Rent
•2 Pet Limit

",29.0,•$50 Monthly Pet Rent,,5.0,17 Renter Reviews,,50,839840
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,Andover House,"Limited time offer! New leases starting by 2/28 enjoy a 2 month rent credit, after 3/1 or after enjoy a 1 month rent credit. Credits available on terms of 12 months.","

Dogs and Cats Allowed:


•Restrictions: Acceptable animals include domestic cats and dogs. Dogs that are purebreds or mixes of the following breeds are prohibited: Akita, Alaskan Malamute, Chow-Chow, Doberman, German Shepherd, Great Dane, Pit Bull (American Staffordshire Terrier, American Pit Bull Terrier, Staffordshire Bull Terrier), Rottweiler, Saint Bernard, Shar Pei, and Siberian Husky. All other animals including exotic pets are prohibited. All animals must be authorized by management. •$55 Monthly Pet Rent
•$600 Fee
•2 Pet Limit

",16.0,•$55 Monthly Pet Rent,•$600 Fee,4.8,13 Renter Reviews,600,55,905
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/1301-thomas-circle-washington-dc/q81qevx,1301 Thomas Circle,"Limited time offer! New leases starting by 2/28 enjoy a 2 month rent credit, after 3/1 or after enjoy a 1 month rent credit. Credits available on terms of 12 months.","

Dogs and Cats Allowed:


•Restrictions: Acceptable animals include domestic cats and dogs. Dogs that are purebreds or mixes of the following breeds are prohibited: Akita, Alaskan Malamute, Chow-Chow, Doberman, German Shepherd, Great Dane, Pit Bull (American Staffordshire Terrier, American Pit Bull Terrier, Staffordshire Bull Terrier), Rottweiler, Saint Bernard, Shar Pei, and Siberian Husky. All other animals including exotic pets are prohibited. All animals must be authorized by management. •$55 Monthly Pet Rent
•$600 Fee
•2 Pet Limit

",7.0,•$55 Monthly Pet Rent,•$600 Fee,4.6,8 Renter Reviews,600,55,731
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/resa-washington-dc/z91hllw,RESA,Enjoy up to two months free on select homes and half off the amenity fee.*,"

Dogs and Cats Allowed


•Comments: Pet fees and restrictions may apply. See leasing agent for details. •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",4.0,•$50 Monthly Pet Rent,•$500 Fee,4.9,1 Renter Reviews,500,50,729
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-belgard-washington-dc/n17wlyp,The Belgard,"Reduced rent on all apartments, waived application and administrative fee PLUS One Month Free on One Bedroom Apartment Homes. *Restrictions apply. See Leasing Consultant for Details.","

Dogs Allowed


•Comments: Breed Restrictions Apply •$50 Monthly Pet Rent
•$450 Fee
•50 lb Weight Limit
•2 Pet Limit

",0.0,•$50 Monthly Pet Rent,•$450 Fee,4.9,3 Renter Reviews,450,50,0
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,Cleveland House,"Up to $1,500 off on Select Apartments! Offer valid on new leases only. Onsite transfers excluded. or $500 off on move-in costs on select apartments! [Offer good thru Feb 15, 2021]","

Dogs and Cats Allowed:


•Restrictions: null •$65 Monthly Pet Rent
•3 Pet Limit

",15.0,•$65 Monthly Pet Rent,,4.0,4 Renter Reviews,,65,800
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/washington-apartments-washington-dc/8vh3132,Washington Apartments,2 Months Free Rent On All Apartments + 3 Months Free Parking,"

Dogs Allowed:


•Restrictions: Aggressive Breed Restrictions apply •$250 Deposit
•$50 Monthly Pet Rent
•60 lb Weight Limit
•2 Pet Limit

",0.0,•$50 Monthly Pet Rent,,4.0,10 Renter Reviews,,50,0
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/newport-west-washington-dc/tm1549c,Newport West,6 WEEKS FREE! For a limited time only - 6 weeks free on all units! Call or email today for details! New Residents Only.,"

Dogs and Cats Allowed


•2 Pet Limit

",0.0,,,4.0,2 Renter Reviews,,,0
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-mondrian-washington-dc/lt6c0se,The Mondrian,None,"

Dogs Allowed


•$500 Deposit
•40 lb Weight Limit
•2 Pet Limit

",0.0,,,4.0,2 Renter Reviews,,,0
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/yale-west-washington-dc/l10gqce,Yale West,Receive up to one month free on select homes.,"

Dogs Allowed:


•Restrictions: Aggressive Breeds •Comments: Dog Walking, Pet Sitting, and Grooming. •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",4.0,•$50 Monthly Pet Rent,•$500 Fee,4.9,4 Renter Reviews,500,50,824
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-york-and-potomac-park-washington-dc/0n413l2,The York and Potomac Park,Up to 1.5 Months Free Plus Waived Deposit and Pet Fee,"

Dogs Allowed:


•Restrictions: Breed Restrictions •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",1.0,•$50 Monthly Pet Rent,•$500 Fee,4.0,No Reviews,500,50,782
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/flats-130-at-constitution-square-washington-dc/vf9fjvf,Flats 130 at Constitution Square,"Limited Time | Enjoy up to 6 weeks free rent on all Flats 130 studios, and a waived amenity fee on all other floor plans.","

Dogs and Cats Allowed:


•Restrictions: Breed restrictions apply. •Comments: $500 non-refundable pet fee for 1st pet. Additional $300 non-refundable pet fee for 2nd pet. Monthly Pet Rent is $50/per pet. •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",9.0,pet. Monthly Pet Rent,•$500 Fee,5.0,7 Renter Reviews,500,,975
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/camden-noma-washington-dc/mz4q2nj,Camden NoMa,"We're open by Appointment Only. Call 24 x 7 to schedule a live video, self-guided, or team member tour! Social distancing, face-coverings required.","

Dogs and Cats Allowed:


•Restrictions: At Camden, your pets are family too! We welcome cats and dogs, up to three pets per apartment home with no weight limit. Call us with any pet-related questions! Restricted Breeds: American Pit Bull Terrier, American Staffordshire Terrier, Staffordshire Bull Terrier, any mix of the previous breeds, or any other dog or breed deemed aggressive. •Comments: We welcome cats and dogs, up to two pets per apartment with no weight limit. •$60 Monthly Pet Rent
•$400 - 500 Fee
•100 lb Weight Limit
•3 Pet Limit

",17.0,•$60 Monthly Pet Rent,- 500 Fee,4.9,46 Renter Reviews,500,60,836
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/elevation-at-washington-gateway-washington-dc/yjjx41s,Elevation at Washington Gateway,None,"

Dogs and Other Pets Allowed:


•Restrictions: Breed Restrictions for dogs may apply •Comments: We can refer residents to utilize different pet care services. •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",0.0,•$50 Monthly Pet Rent,•$500 Fee,4.9,7 Renter Reviews,500,50,0
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-cambridge-apartments-washington-dc/gepb96x,The Cambridge Apartments,None,"

Dogs Allowed:


•Restrictions: No Aggressive Breeds •$50 Monthly Pet Rent
•$500 Fee
•75 lb Weight Limit
•2 Pet Limit

",10.0,•$50 Monthly Pet Rent,•$500 Fee,3.9,7 Renter Reviews,500,50,875
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/kew-gardens-washington-dc/sdenwh4,Kew Gardens,Up to Two Months Free Plus Waived Deposit and Pet Fee,"

Dogs Allowed:


•Restrictions: Breed Restrictions Apply •Comments: Move in pet fee $150 per dog. Monthly pet charge $50 •$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",0.0,•$50 Monthly Pet Rent,•$500 Fee,4.9,2 Renter Reviews,500,50,0
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/avalon-at-foxhall-washington-dc/1g9csl4,Avalon at Foxhall,* Get 2 months free for a limited time! * Terms and conditions apply.,"

Dogs and Cats Allowed


•$50 Monthly Pet Rent
•$500 Fee
•2 Pet Limit

",1.0,•$50 Monthly Pet Rent,•$500 Fee,3.9,5 Renter Reviews,500,50,845
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/highlands-of-chevy-chase-chevy-chase-md/h1xzg03,Highlands of Chevy Chase,None,"

Dogs and Cats Allowed


•35 lb Weight Limit
•2 Pet Limit

",0.0,,,4.9,8 Renter Reviews,,,0
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/vaughan-place-washington-dc/t665fwc,Vaughan Place,"TWO MONTHS FREE! *some restrictions may apply, call for more details.","

Dogs Allowed:


•Restrictions: NO Breed Restrictions •Comments: (2) Pets Max|One-Time Fee •$750 Fee
•70 lb Weight Limit
•2 Pet Limit

",38.0,,-Time Fee,4.9,13 Renter Reviews,,,800
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/the-berkshire-washington-dc/7vsyfxy,The Berkshire,Apply Now & M/I by 1/20/2021 to Receive Up to 1-month Complimentary Rent. *Restrictions Apply*!,"

Dogs Allowed


•25 lb Weight Limit
•2 Pet Limit

",28.0,,,3.8,14 Renter Reviews,,,800
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/park-georgetown-arlington-va/5531ckm,Park Georgetown,None,"

Dogs and Cats Allowed:


•Restrictions: No Weight Limit. No Pit Bulls and Pit Bull Mixes •Comments: Park Georgetown loves your pets!  Each apartment may have up to (2) pets. Pet fees and pet rent may vary. Please speak to a leasing associate for more information. •2 Pet Limit

",13.0,,,3.9,2 Renter Reviews,,,910
